Account,Balance
0.0.3004607,0
0.0.3004302,0
0.0.3003496,0
0.0.3002504,0
0.0.3001706,0
0.0.3000846,0
0.0.3000803,0
0.0.3000626,1001000
0.0.2999277,0
0.0.2998555,0
0.0.2998208,0
0.0.2998201,54155742.436754
0.0.2997798,2162274232.053101
0.0.2997572,0
0.0.2995999,5010
0.0.2995748,5000000
0.0.2993273,0
0.0.2992972,0
0.0.2992693,123540.998801
0.0.2992231,0
0.0.2992003,0.988504
0.0.2991976,25458.51373
0.0.2991941,0
0.0.2990959,0
0.0.2990752,0
0.0.2990600,0
0.0.2990482,0
0.0.2990237,0
0.0.2990117,145.076234
0.0.2990097,0
0.0.2987728,0
0.0.2984667,0
0.0.2977242,32708271.86008
0.0.2977090,0
0.0.2976959,0
0.0.2976891,0
0.0.2976355,0
0.0.2975034,0
0.0.2974464,0
0.0.2974308,0
0.0.2974013,0
0.0.2974000,0
0.0.2973641,0
0.0.2973430,0
0.0.2973051,0
0.0.2972872,0
0.0.2970696,0
0.0.2970635,0
0.0.2970506,0
0.0.2968504,0
0.0.2968244,0
0.0.2967637,0
0.0.2967388,0
0.0.2967312,0
0.0.2964365,0.000001
0.0.2964293,0
0.0.2964284,0
0.0.2964259,0
0.0.2964233,0
0.0.2964215,0.000254
0.0.2964161,0
0.0.2964102,0
0.0.2964075,0.809595
0.0.2964069,0.421164
0.0.2963931,0
0.0.2963913,0
0.0.2963893,0
0.0.2963833,10000
0.0.2963045,0
0.0.2962852,0
0.0.2962639,2700
0.0.2962596,0
0.0.2962412,0
0.0.2962351,0
0.0.2962319,0
0.0.2962276,0
0.0.2962211,0
0.0.2962206,0
0.0.2962053,0
0.0.2962033,0
0.0.2961983,0
0.0.2961956,0
0.0.2961863,0
0.0.2961373,0
0.0.2961343,6618468.618618
0.0.2960917,0
0.0.2960460,0
0.0.2960386,0
0.0.2959884,0
0.0.2959529,0
0.0.2959252,0
0.0.2958481,0.015333
0.0.2958214,0
0.0.2958209,0
0.0.2958208,0
0.0.2958204,0
0.0.2958200,0
0.0.2958198,0
0.0.2957979,0
0.0.2957552,991618.964971
0.0.2957537,0
0.0.2956614,6126889.99483
0.0.2956432,1
0.0.2956265,0
0.0.2955730,0
0.0.2954583,0
0.0.2949133,0
0.0.2946818,0
0.0.2944447,0
0.0.2944160,0
0.0.2944036,0
0.0.2943452,0
0.0.2941422,0
0.0.2941369,0
0.0.2941311,0
0.0.2941262,0
0.0.2941214,0
0.0.2940483,0
0.0.2940345,0
0.0.2940235,0
0.0.2940213,0
0.0.2940209,0
0.0.2940200,0
0.0.2940194,0
0.0.2939010,0
0.0.2937785,0
0.0.2937168,0
0.0.2936953,0
0.0.2936945,0
0.0.2936941,0
0.0.2936935,0
0.0.2936925,0
0.0.2936903,0
0.0.2936882,0
0.0.2936868,0
0.0.2936821,0
0.0.2936648,0
0.0.2936544,0
0.0.2936357,0
0.0.2936322,0
0.0.2936279,0
0.0.2936194,0
0.0.2936020,0
0.0.2935975,0
0.0.2935955,0
0.0.2935952,0
0.0.2935897,0
0.0.2935852,0
0.0.2935849,0
0.0.2935821,0
0.0.2935473,0
0.0.2930277,50329805.499209
0.0.2918982,0
0.0.2918639,60768.885302
0.0.2918622,36299.361089
0.0.2904125,0.000131
0.0.2891294,0
0.0.2879272,5000000
0.0.2878536,1177901.470167
0.0.2878433,0
0.0.2842938,0
0.0.2816049,93964497.0414
0.0.2799604,2349081.859943
0.0.2760034,5662691.824293
0.0.2747237,0
0.0.2744218,0
0.0.2726016,0
0.0.2718471,0
0.0.2717547,0
0.0.2717472,0
0.0.2713623,0
0.0.2713621,0
0.0.2710925,0
0.0.2709977,0
0.0.2709659,0
0.0.2685598,0
0.0.2677911,0
0.0.2677107,0
0.0.2582231,0
0.0.2572931,500480903.474922
0.0.2570271,0
0.0.2560411,20141464.941771
0.0.2558889,11201337.744333
0.0.2556077,179066.39291
0.0.2554766,0
0.0.2537672,6004181.835519
0.0.2537345,0
0.0.2536015,0
0.0.2485173,0
0.0.2459931,0
0.0.2368059,50
0.0.2363971,0
0.0.2363262,0
0.0.2360189,0
0.0.2359399,0
0.0.2357545,0
0.0.2357494,0
0.0.2357223,0
0.0.2356142,0
0.0.2355682,0
0.0.2354809,0
0.0.2354804,0
0.0.2354302,0
0.0.2350242,0
0.0.2349992,0
0.0.2349785,0
0.0.2348243,0
0.0.2343802,107115.625584
0.0.2342901,0
0.0.2342026,0
0.0.2341229,0
0.0.2340448,0
0.0.2339939,0
0.0.2339894,250000
0.0.2339859,0
0.0.2339400,0
0.0.2339161,0
0.0.2339058,0
0.0.2338976,0
0.0.2338921,0
0.0.2338565,0
0.0.2338549,0
0.0.2336742,0
0.0.2336188,0
0.0.2336180,0
0.0.2336136,300300
0.0.2323352,0
0.0.2320290,0
0.0.2310319,0
0.0.2305974,0
0.0.2298469,0
0.0.2280043,0
0.0.2279496,0
0.0.2278621,0.01
0.0.2277861,0
0.0.2270760,0
0.0.2267655,0
0.0.2267633,17410785.514547
0.0.2267234,0
0.0.2264422,0
0.0.2264096,0
0.0.2263762,0
0.0.2263667,0
0.0.2263596,0
0.0.2263562,0
0.0.2263352,1132.068559
0.0.2263331,0
0.0.2263285,0
0.0.2259524,7077117.804912
0.0.2247604,0
0.0.2244232,0
0.0.2242524,5453911.250125
0.0.2234175,0
0.0.2228892,0
0.0.2228422,0
0.0.2221569,0
0.0.2220674,33336241.794705
0.0.2219818,4111941.522182
0.0.2217485,1656225.849499
0.0.2214801,0
0.0.2214757,18623.04003
0.0.2214727,24509.022415
0.0.2214365,0
0.0.2212118,0
0.0.2211668,0
0.0.2211563,0
0.0.2210972,0
0.0.2209527,0
0.0.2209477,0
0.0.2209032,0
0.0.2208244,0
0.0.2208163,0
0.0.2208114,0
0.0.2207909,0
0.0.2206406,0
0.0.2203953,0
0.0.2203950,0
0.0.2203630,0
0.0.2203322,0
0.0.2202644,0
0.0.2201431,0
0.0.2200903,0
0.0.2200273,0
0.0.2199998,0
0.0.2199036,0
0.0.2198536,0
0.0.2198403,0
0.0.2198365,0
0.0.2198357,0
0.0.2198339,0
0.0.2198322,0
0.0.2198304,0
0.0.2198300,0
0.0.2198286,0
0.0.2198274,0
0.0.2198229,0
0.0.2198212,0
0.0.2197368,3
0.0.2197310,0
0.0.2197252,6666
0.0.2196694,0
0.0.2196188,0
0.0.2195881,0
0.0.2195821,0
0.0.2195692,0
0.0.2195633,0
0.0.2195596,0
0.0.2195519,0
0.0.2195377,0
0.0.2189925,50000000.1797
0.0.2189851,17339170.609367
0.0.2189550,0
0.0.2189522,0
0.0.2189518,0
0.0.2189513,0
0.0.2189498,0
0.0.2189494,0
0.0.2189487,0
0.0.2189484,0
0.0.2189479,0
0.0.2189472,0
0.0.2189465,0
0.0.2189462,0
0.0.2189459,0
0.0.2189455,0
0.0.2189448,0
0.0.2189437,0
0.0.2189427,0
0.0.2189417,0
0.0.2189402,0
0.0.2189396,0
0.0.2189380,0
0.0.2189372,0
0.0.2189361,0
0.0.2189348,0
0.0.2189337,0
0.0.2189313,0
0.0.2189309,0
0.0.2189299,0
0.0.2189292,0
0.0.2189035,0
0.0.2188483,0
0.0.2188359,0
0.0.2188056,0
0.0.2188054,0
0.0.2188009,0
0.0.2187434,0
0.0.2187431,0
0.0.2187310,0
0.0.2187178,0
0.0.2187144,0
0.0.2186913,44346.611454
0.0.2186877,0
0.0.2186730,0
0.0.2186691,0
0.0.2186663,0
0.0.2186609,0
0.0.2186553,0
0.0.2186504,0
0.0.2186461,0
0.0.2186438,0
0.0.2186437,0
0.0.2186268,0
0.0.2186259,0
0.0.2186247,0
0.0.2186178,0
0.0.2186112,0
0.0.2185847,0
0.0.2185826,0
0.0.2185730,0
0.0.2185678,0
0.0.2185581,0
0.0.2185372,0
0.0.2185338,0
0.0.2185199,0
0.0.2185190,0
0.0.2185151,0
0.0.2185133,0
0.0.2185128,0
0.0.2185116,0
0.0.2185101,0
0.0.2185069,0
0.0.2185010,0
0.0.2184951,0
0.0.2184929,0
0.0.2184896,0
0.0.2184888,0
0.0.2184875,0
0.0.2184854,0
0.0.2184848,0
0.0.2184839,0
0.0.2184825,0
0.0.2184801,0
0.0.2184794,0
0.0.2184710,0
0.0.2184660,0
0.0.2184518,0
0.0.2184482,0
0.0.2184366,0
0.0.2183965,0
0.0.2183959,0
0.0.2183924,0
0.0.2183904,0
0.0.2183785,0
0.0.2183593,0
0.0.2183539,0
0.0.2183516,0
0.0.2183503,0
0.0.2183341,0
0.0.2183323,0
0.0.2183314,0
0.0.2183302,0
0.0.2183285,0
0.0.2183269,0
0.0.2183262,0
0.0.2183097,0
0.0.2182816,0
0.0.2182813,0
0.0.2182810,0
0.0.2182805,0
0.0.2182801,0
0.0.2182791,0
0.0.2182790,0
0.0.2182787,0
0.0.2182784,0
0.0.2182781,0
0.0.2182770,0
0.0.2182484,0
0.0.2182297,0
0.0.2182270,0
0.0.2181795,0
0.0.2181764,0
0.0.2181683,0
0.0.2181673,0
0.0.2181638,0
0.0.2181629,0
0.0.2181571,0
0.0.2181529,0
0.0.2181479,0
0.0.2181385,0
0.0.2181327,0
0.0.2181308,0
0.0.2181275,0
0.0.2181247,0
0.0.2181237,0
0.0.2181216,0
0.0.2181141,0
0.0.2181005,0
0.0.2180851,0
0.0.2180662,0
0.0.2180658,0
0.0.2180638,0
0.0.2180622,0
0.0.2180558,0
0.0.2180542,0
0.0.2180524,0
0.0.2180391,0
0.0.2180331,1.99
0.0.2180248,0
0.0.2180190,0
0.0.2180179,0
0.0.2180009,0
0.0.2179921,0
0.0.2179899,0
0.0.2179847,0
0.0.2179765,0
0.0.2179707,0
0.0.2179641,0
0.0.2179533,0
0.0.2179488,0
0.0.2179473,0
0.0.2179415,0
0.0.2179359,0
0.0.2179310,0
0.0.2179308,0
0.0.2179294,0
0.0.2179289,0
0.0.2179273,0
0.0.2179271,0
0.0.2179267,0
0.0.2179254,0
0.0.2179233,0
0.0.2179148,0
0.0.2179126,0
0.0.2179124,0
0.0.2179063,0
0.0.2178967,0
0.0.2178955,0
0.0.2178924,0
0.0.2178904,0
0.0.2178896,0
0.0.2178888,0
0.0.2178877,0
0.0.2178871,0
0.0.2178868,0
0.0.2178851,0
0.0.2178848,0
0.0.2178846,0
0.0.2178824,0
0.0.2178823,0
0.0.2178819,0
0.0.2178796,0
0.0.2178792,0
0.0.2178775,0
0.0.2178764,0
0.0.2178763,0
0.0.2178740,0
0.0.2178718,0
0.0.2178663,0
0.0.2178652,0
0.0.2178631,0
0.0.2178624,0
0.0.2178600,134537.801201
0.0.2178554,0
0.0.2178505,0
0.0.2178460,0
0.0.2178433,0
0.0.2178430,0
0.0.2178334,0
0.0.2178296,0
0.0.2178293,0
0.0.2178261,0
0.0.2178240,0
0.0.2178236,0
0.0.2178204,0
0.0.2178195,0
0.0.2178170,0
0.0.2178169,0
0.0.2178165,0
0.0.2178163,0
0.0.2178106,0
0.0.2178097,0
0.0.2178086,0
0.0.2178069,0
0.0.2178068,0
0.0.2178042,0
0.0.2178041,0
0.0.2177991,0
0.0.2177987,0
0.0.2177952,0
0.0.2177949,0
0.0.2177928,0
0.0.2177913,0
0.0.2177889,0
0.0.2177871,0
0.0.2177847,0
0.0.2177846,0
0.0.2177831,0
0.0.2177813,0
0.0.2177810,0
0.0.2177807,0
0.0.2177804,0
0.0.2177802,0
0.0.2177784,0
0.0.2177780,0
0.0.2177769,0
0.0.2177766,0
0.0.2177761,0
0.0.2177748,0
0.0.2177730,0
0.0.2177721,0
0.0.2177693,0
0.0.2177684,0
0.0.2177670,0
0.0.2177655,0
0.0.2177649,0
0.0.2177644,0
0.0.2177643,0
0.0.2177638,50402.443979
0.0.2177633,0
0.0.2177623,0
0.0.2177604,0
0.0.2177599,0
0.0.2177598,0
0.0.2177591,0
0.0.2177587,0
0.0.2177585,0
0.0.2177577,0
0.0.2177574,0
0.0.2177573,0
0.0.2177569,0
0.0.2177566,0
0.0.2177559,0
0.0.2177545,0
0.0.2177538,0
0.0.2177527,0
0.0.2177510,0
0.0.2177506,0
0.0.2177491,0
0.0.2177479,0
0.0.2177477,0
0.0.2177470,0
0.0.2177455,0
0.0.2177450,0
0.0.2177437,0
0.0.2177417,0
0.0.2177399,0
0.0.2177393,0
0.0.2177361,0
0.0.2177358,0
0.0.2177343,0
0.0.2177311,0
0.0.2177304,0
0.0.2177303,0
0.0.2177289,0
0.0.2177281,0
0.0.2177235,0
0.0.2177189,0
0.0.2177187,0
0.0.2177174,0
0.0.2177171,0
0.0.2177149,0
0.0.2177131,0
0.0.2177124,0
0.0.2177110,0
0.0.2177103,0
0.0.2177101,0
0.0.2177097,0
0.0.2177072,0
0.0.2177059,0
0.0.2177050,0
0.0.2177035,0
0.0.2177016,0
0.0.2176994,0
0.0.2176930,0
0.0.2176916,0
0.0.2176903,0
0.0.2176891,0
0.0.2176882,0
0.0.2176863,0
0.0.2176846,0
0.0.2176832,0
0.0.2176810,0
0.0.2176809,0
0.0.2176799,0
0.0.2176787,0
0.0.2176771,0
0.0.2176759,0
0.0.2176756,0
0.0.2176755,0
0.0.2176741,0
0.0.2176715,0
0.0.2176709,0
0.0.2176704,0
0.0.2176702,0
0.0.2176687,0
0.0.2176683,0
0.0.2176681,0
0.0.2176679,0
0.0.2176676,0
0.0.2176661,0
0.0.2176652,0
0.0.2176638,0
0.0.2176620,0
0.0.2176609,0
0.0.2176603,0
0.0.2176584,0
0.0.2176575,0
0.0.2176569,0
0.0.2176566,0
0.0.2176561,0
0.0.2176549,0
0.0.2176545,0
0.0.2176534,0
0.0.2176527,0
0.0.2176505,0
0.0.2176499,0
0.0.2176496,0
0.0.2176492,0
0.0.2176465,0
0.0.2176463,0
0.0.2176462,0
0.0.2176459,0
0.0.2176457,0
0.0.2176455,0
0.0.2176441,0
0.0.2176438,0
0.0.2176437,0
0.0.2176428,0
0.0.2176423,0
0.0.2176422,0
0.0.2176420,0
0.0.2176419,0
0.0.2176412,0
0.0.2176411,0
0.0.2176405,0
0.0.2176402,0
0.0.2176397,0
0.0.2176396,0
0.0.2176395,0
0.0.2176394,0
0.0.2176391,0
0.0.2176376,0
0.0.2176373,0
0.0.2176369,0
0.0.2176357,0
0.0.2176342,0
0.0.2176334,0
0.0.2176319,0
0.0.2176317,0
0.0.2176316,0
0.0.2176297,0
0.0.2176293,0
0.0.2176278,0
0.0.2176274,0
0.0.2176272,0
0.0.2176268,0
0.0.2176266,496918.248044
0.0.2176263,0
0.0.2176244,0
0.0.2176240,0
0.0.2176238,0
0.0.2176235,0
0.0.2176218,0
0.0.2176215,0
0.0.2176209,0
0.0.2176196,0
0.0.2176192,0
0.0.2176177,0
0.0.2176167,0
0.0.2176157,0
0.0.2176129,0
0.0.2176128,0
0.0.2176124,0
0.0.2176114,0
0.0.2176107,0
0.0.2176097,0
0.0.2176096,0
0.0.2176088,0
0.0.2176086,0
0.0.2176081,0
0.0.2176077,0
0.0.2176070,0
0.0.2176064,0
0.0.2176032,0
0.0.2176021,0
0.0.2176018,0
0.0.2176015,0
0.0.2176010,0
0.0.2175999,0
0.0.2175992,0
0.0.2175975,0
0.0.2175974,0
0.0.2175964,0
0.0.2175956,0
0.0.2175935,3786250.751299
0.0.2175918,0
0.0.2175897,0
0.0.2175866,0
0.0.2175857,0
0.0.2175855,0
0.0.2175842,0
0.0.2175835,0
0.0.2175830,0
0.0.2175824,0
0.0.2175819,0
0.0.2175816,0
0.0.2175813,0
0.0.2175809,0
0.0.2175807,0
0.0.2175803,0
0.0.2175802,0
0.0.2175798,0
0.0.2175790,0
0.0.2175765,0
0.0.2175750,0
0.0.2175744,0
0.0.2175734,0
0.0.2175730,0
0.0.2175715,279884.534384
0.0.2175714,0
0.0.2175694,0
0.0.2175662,0
0.0.2175609,0
0.0.2175600,0
0.0.2175597,0
0.0.2175550,0
0.0.2175540,825911.549067
0.0.2175534,0
0.0.2175526,500000
0.0.2175522,0
0.0.2175508,0
0.0.2175502,0
0.0.2175487,0
0.0.2175486,0
0.0.2175472,4256330.946436
0.0.2175445,0
0.0.2175440,0
0.0.2175428,0
0.0.2175349,0
0.0.2175345,0
0.0.2175328,0
0.0.2175309,0
0.0.2175238,0
0.0.2175210,0
0.0.2175208,0
0.0.2175176,0
0.0.2175156,0
0.0.2175124,0
0.0.2175103,0
0.0.2175096,0
0.0.2175092,0
0.0.2175070,0
0.0.2175066,0
0.0.2175032,0
0.0.2175027,0
0.0.2175026,0
0.0.2175004,0
0.0.2174990,0
0.0.2174847,0
0.0.2174631,0
0.0.2174543,62768075.906495
0.0.2174272,0
0.0.2172940,1
0.0.2172855,0
0.0.2172548,0
0.0.2172047,69551.463868
0.0.2171144,39789816.289235
0.0.2170289,0
0.0.2169890,0
0.0.2169143,0
0.0.2168603,0
0.0.2168433,0
0.0.2167657,0
0.0.2166438,28537419.464201
0.0.2166232,0
0.0.2165276,0
0.0.2165251,0
0.0.2165149,0
0.0.2165047,2500000
0.0.2164966,0
0.0.2164948,0
0.0.2164931,0
0.0.2164879,0
0.0.2164784,0
0.0.2164752,0
0.0.2164736,0
0.0.2164644,0
0.0.2164543,0
0.0.2164517,0
0.0.2164463,0
0.0.2164178,0
0.0.2164110,0
0.0.2162993,0
0.0.2159637,550
0.0.2159556,5000000
0.0.2158490,0
0.0.2157805,1
0.0.2157804,0
0.0.2157802,0
0.0.2157801,0
0.0.2157800,1
0.0.2156581,0
0.0.2156022,0
0.0.2155791,0
0.0.2155789,0
0.0.2155786,1
0.0.2155783,0
0.0.2155781,0
0.0.2155667,0
0.0.2155468,0
0.0.2153826,4711915.66439
0.0.2153175,0
0.0.2151958,0
0.0.2150807,0
0.0.2149512,0
0.0.2148942,0
0.0.2148853,7288
0.0.2148721,0
0.0.2148294,0
0.0.2148257,0
0.0.2148002,0
0.0.2147900,0
0.0.2147574,0
0.0.2147107,0
0.0.2146852,0
0.0.2146745,0
0.0.2146601,0
0.0.2146415,0
0.0.2146288,0
0.0.2145459,0
0.0.2145421,0
0.0.2145407,0
0.0.2145188,0
0.0.2144904,0
0.0.2144829,0
0.0.2144658,0
0.0.2144518,0
0.0.2144288,0
0.0.2144242,0
0.0.2144222,0
0.0.2144208,0
0.0.2144200,0
0.0.2144179,0
0.0.2144170,0
0.0.2144145,0
0.0.2144089,0
0.0.2142373,0
0.0.2141561,1000000.669678
0.0.2141513,0
0.0.2138400,0
0.0.2137668,30684085.330684
0.0.2137497,269097.308725
0.0.2136967,0
0.0.2136869,0
0.0.2136753,0
0.0.2136715,0
0.0.2136642,0
0.0.2136440,0
0.0.2136413,0
0.0.2135976,0
0.0.2135781,0
0.0.2135775,0
0.0.2134944,0
0.0.2134090,0
0.0.2133251,0
0.0.2133194,0
0.0.2132974,0
0.0.2132969,0.8989
0.0.2132526,0
0.0.2132523,0
0.0.2132341,0
0.0.2132174,0
0.0.2131233,1462900.64116
0.0.2131058,0
0.0.2131031,0
0.0.2130525,0
0.0.2130392,0
0.0.2130335,0
0.0.2129896,0
0.0.2129541,0
0.0.2129500,0
0.0.2129469,0
0.0.2129276,0
0.0.2129167,0
0.0.2128911,0.015768
0.0.2128740,3771881.428969
0.0.2127849,0
0.0.2127007,0
0.0.2126939,500
0.0.2126561,1397.43
0.0.2126357,330000.000131
0.0.2125720,0
0.0.2125540,0
0.0.2124096,522104.342119
0.0.2124039,0
0.0.2123718,0
0.0.2123711,0
0.0.2122412,0
0.0.2122323,0
0.0.2121766,6000
0.0.2121560,282388512.36203
0.0.2121067,0
0.0.2120810,0
0.0.2120532,420
0.0.2119197,88301168.986217
0.0.2117029,0
0.0.2116688,0
0.0.2115946,0
0.0.2115839,0
0.0.2115798,0
0.0.2115491,0
0.0.2113376,0
0.0.2113248,0
0.0.2113200,0
0.0.2112870,0
0.0.2112708,0
0.0.2111880,0
0.0.2111845,0
0.0.2111575,631493.809006
0.0.2111260,0
0.0.2110950,0
0.0.2110915,0
0.0.2110754,0
0.0.2107643,0
0.0.2106221,0
0.0.2105936,0
0.0.2105934,0
0.0.2105298,0
0.0.2105266,1051
0.0.2104882,0
0.0.2104758,0
0.0.2104184,0
0.0.2104123,0
0.0.2103573,1000
0.0.2103484,0
0.0.2102969,1030465.919413
0.0.2102566,0
0.0.2101962,0
0.0.2101470,0
0.0.2101449,0
0.0.2101323,0
0.0.2101309,0
0.0.2101308,0
0.0.2101301,0
0.0.2101294,0
0.0.2100850,0
0.0.2093634,0
0.0.2093540,0
0.0.2090392,0
0.0.2090180,0
0.0.2090178,0
0.0.2090164,0
0.0.2089791,0
0.0.2089714,0
0.0.2089683,0
0.0.2089647,0
0.0.2089636,0
0.0.2089457,0
0.0.2089404,0
0.0.2089290,0
0.0.2089130,0
0.0.2088869,0
0.0.2087803,300.003919
0.0.2085963,0
0.0.2085814,0
0.0.2085341,9356034.196183
0.0.2085243,0
0.0.2085236,0
0.0.2085205,0
0.0.2085192,0
0.0.2085175,0
0.0.2084858,0
0.0.2084716,0
0.0.2084553,0
0.0.2082750,0
0.0.2082653,18012045.397001
0.0.2082492,0
0.0.2082362,0
0.0.2082077,170.623692
0.0.2081452,0
0.0.2061956,0
0.0.2054876,0
0.0.2052941,0
0.0.2048307,0
0.0.2048164,0
0.0.2037325,0
0.0.2037182,0
0.0.2037133,0
0.0.2036268,21768.436051
0.0.2036221,0
0.0.2036201,4769990.40777
0.0.2036191,0
0.0.2035511,0
0.0.2034908,100000000.553691
0.0.2034560,500000
0.0.2034502,0
0.0.2034304,0
0.0.2034010,0
0.0.2033702,0
0.0.2033676,142753.953554
0.0.2033210,0
0.0.2033132,0
0.0.2032999,0
0.0.2032880,17572136.11975
0.0.2032868,0
0.0.2032839,0
0.0.2032778,706388.345246
0.0.2032744,0
0.0.2032431,1007081.899554
0.0.2032052,0
0.0.2031766,0
0.0.2031376,0
0.0.2031045,0
0.0.2030783,0
0.0.2030707,0
0.0.2030667,0
0.0.2030460,720713.14855
0.0.2029877,0
0.0.2029586,0
0.0.2028629,0
0.0.2028618,0
0.0.2028434,0
0.0.2028359,3703303.224727
0.0.2028114,0
0.0.2027988,0
0.0.2027325,0
0.0.2027281,0
0.0.2027259,882.3
0.0.2027246,0
0.0.2026929,0
0.0.2026218,0
0.0.2025807,0
0.0.2025609,0
0.0.2025241,0
0.0.2024577,0
0.0.2024480,0
0.0.2024457,0
0.0.2024432,0
0.0.2024397,0
0.0.2024359,0
0.0.2024329,0
0.0.2024319,0
0.0.2024296,0
0.0.2024272,0
0.0.2024246,0
0.0.2024225,0
0.0.2024208,0
0.0.2023879,0
0.0.2023840,0
0.0.2023805,0
0.0.2023721,0
0.0.2023638,0
0.0.2023637,0
0.0.2023632,0
0.0.2023187,0
0.0.2023170,0
0.0.2022876,0
0.0.2022198,0
0.0.2021196,0
0.0.2021098,0.000064
0.0.2021036,0
0.0.2020891,0
0.0.2020872,6500
0.0.2019669,0
0.0.2019638,0
0.0.2019612,0
0.0.2019603,0
0.0.2019513,0
0.0.2019462,0
0.0.2019130,0
0.0.2018784,0
0.0.2017737,0
0.0.2017389,700000000
0.0.2016922,696969
0.0.2015466,0
0.0.2015465,0
0.0.2012236,1029055.654932
0.0.2012131,0
0.0.2012091,0
0.0.2011535,58
0.0.2011530,1761576.624902
0.0.2011499,0
0.0.2011383,0
0.0.2010203,21870639.837257
0.0.2009857,0
0.0.2009484,0
0.0.2009280,0
0.0.2008892,0
0.0.2008889,0
0.0.2008860,1000000
0.0.2008043,0
0.0.2007592,0
0.0.2007065,0
0.0.2003070,0
0.0.2003033,63527
0.0.2000003,7256.297496
0.0.1999911,73289.616331
0.0.1997425,2500
0.0.1996114,0
0.0.1992621,0
0.0.1990225,0
0.0.1990009,100
0.0.1987498,4959649.888116
0.0.1986902,0
0.0.1986648,5002912
0.0.1985196,100906792.997925
0.0.1985145,0
0.0.1982980,983835382.901644
0.0.1979762,0.001819
0.0.1978158,0
0.0.1976042,0
0.0.1974872,0
0.0.1971229,0
0.0.1971175,0
0.0.1970877,0
0.0.1969316,0
0.0.1968919,0
0.0.1963488,113015.36338
0.0.1960167,0
0.0.1959843,0
0.0.1952930,0
0.0.1952570,0
0.0.1952464,0
0.0.1952249,10888501
0.0.1951566,0
0.0.1937502,0
0.0.1936213,0
0.0.1933120,0
0.0.1932620,0
0.0.1930332,0
0.0.1926646,0
0.0.1926619,0
0.0.1925636,0
0.0.1924657,0
0.0.1922015,0
0.0.1921320,0
0.0.1920276,0
0.0.1919668,0
0.0.1917821,8774526.625591
0.0.1917239,0
0.0.1916382,0
0.0.1916140,0
0.0.1915727,0
0.0.1915672,0
0.0.1915628,0
0.0.1915477,0
0.0.1915465,0
0.0.1915307,0
0.0.1915262,0
0.0.1915199,0
0.0.1915119,0
0.0.1914805,0
0.0.1914348,0
0.0.1914190,0
0.0.1914059,0
0.0.1913956,0
0.0.1913954,0
0.0.1913932,0
0.0.1912943,0
0.0.1912869,0
0.0.1912805,0
0.0.1912436,0
0.0.1912300,0
0.0.1911727,0
0.0.1911460,0
0.0.1911427,0
0.0.1911376,0
0.0.1911139,0
0.0.1910818,0
0.0.1910507,0
0.0.1910262,0
0.0.1910096,0
0.0.1909977,0
0.0.1908854,0
0.0.1908825,0
0.0.1908648,0
0.0.1908605,0
0.0.1908543,0
0.0.1908107,0
0.0.1907961,0
0.0.1907731,0
0.0.1907658,0
0.0.1907502,0
0.0.1907420,0
0.0.1907001,0
0.0.1906951,0
0.0.1906554,0
0.0.1906036,0
0.0.1906033,0
0.0.1905994,0
0.0.1905746,0
0.0.1905625,0
0.0.1905456,0
0.0.1905202,0
0.0.1905100,0
0.0.1905055,0
0.0.1905015,0
0.0.1905010,0
0.0.1904874,0
0.0.1904868,0
0.0.1904768,0
0.0.1898882,108144936.467181
0.0.1897614,100000
0.0.1895620,0
0.0.1895561,1666
0.0.1893957,0
0.0.1892941,0
0.0.1892651,0
0.0.1890716,1489821.668287
0.0.1890344,0
0.0.1890297,0
0.0.1890276,0
0.0.1885434,2263842.645167
0.0.1883886,0
0.0.1883185,0.000056
0.0.1882256,0
0.0.1880126,0
0.0.1878398,0
0.0.1878360,0
0.0.1878223,0
0.0.1878170,0
0.0.1878101,0
0.0.1878013,0
0.0.1877931,0
0.0.1877801,0
0.0.1877773,0
0.0.1877504,0
0.0.1877501,0
0.0.1877498,0
0.0.1877395,0
0.0.1877344,0
0.0.1877179,0
0.0.1871757,0
0.0.1871663,0
0.0.1868252,0
0.0.1867160,126562500.5625
0.0.1866253,10000000
0.0.1863968,0
0.0.1862813,0
0.0.1862071,0
0.0.1860598,0
0.0.1860200,0
0.0.1859952,6685038.067172
0.0.1859790,0
0.0.1859571,0
0.0.1858926,0
0.0.1856326,0
0.0.1855681,0
0.0.1853018,0
0.0.1852197,0
0.0.1851317,0
0.0.1850218,0
0.0.1848040,0
0.0.1844415,0
0.0.1839824,0
0.0.1839447,0
0.0.1839286,0
0.0.1838926,0
0.0.1837954,0
0.0.1837926,0
0.0.1837220,0
0.0.1836586,0
0.0.1836167,0
0.0.1832906,0
0.0.1832091,0
0.0.1831568,0
0.0.1831285,0
0.0.1831195,0
0.0.1830708,0
0.0.1829242,0
0.0.1828782,0
0.0.1827869,0
0.0.1827488,0
0.0.1826922,0
0.0.1826683,0
0.0.1825995,0
0.0.1824885,0
0.0.1824381,0
0.0.1824010,0
0.0.1823049,0
0.0.1822620,0
0.0.1822609,0
0.0.1822493,0
0.0.1821654,0
0.0.1816191,0
0.0.1796003,0
0.0.1794040,0
0.0.1792942,0
0.0.1792781,0
0.0.1792059,0
0.0.1791597,149325.507278
0.0.1788891,0
0.0.1786185,12.546399
0.0.1785191,114351.319455
0.0.1779646,0
0.0.1779536,0
0.0.1777841,0
0.0.1776099,0
0.0.1775911,0
